"2.2.2733.1","x^2 - x - 683","2733","1","[]"
"2.2.2741.1","x^2 - x - 685","2741","1","[]"
"2.2.2749.1","x^2 - x - 687","2749","1","[]"
"2.2.2753.1","x^2 - x - 688","2753","1","[]"
"2.2.2757.1","x^2 - x - 689","2757","1","[]"
"2.2.2761.1","x^2 - x - 690","2761","1","[]"
"2.2.2764.1","x^2 - 691","2764","1","[]"
"2.2.2773.1","x^2 - x - 693","2773","1","[]"
"2.2.2776.1","x^2 - 694","2776","1","[]"
"2.2.2789.1","x^2 - x - 697","2789","1","[]"
"2.2.2797.1","x^2 - x - 699","2797","1","[]"
"2.2.2801.1","x^2 - x - 700","2801","1","[]"
"2.2.2833.1","x^2 - x - 708","2833","1","[]"
"2.2.2837.1","x^2 - x - 709","2837","1","[]"
"2.2.2841.1","x^2 - x - 710","2841","1","[]"
"2.2.2861.1","x^2 - x - 715","2861","1","[]"
"2.2.2869.1","x^2 - x - 717","2869","1","[]"
"2.2.2872.1","x^2 - 718","2872","1","[]"
"2.2.2876.1","x^2 - 719","2876","1","[]"
"2.2.2881.1","x^2 - x - 720","2881","1","[]"
"2.2.2893.1","x^2 - x - 723","2893","1","[]"
"2.2.2897.1","x^2 - x - 724","2897","1","[]"
"2.2.2901.1","x^2 - x - 725","2901","1","[]"
"2.2.2909.1","x^2 - x - 727","2909","1","[]"
"2.2.2921.1","x^2 - x - 730","2921","1","[]"
"2.2.2933.1","x^2 - x - 733","2933","1","[]"
"2.2.2936.1","x^2 - 734","2936","1","[]"
"2.2.2949.1","x^2 - x - 737","2949","1","[]"
"2.2.2953.1","x^2 - x - 738","2953","1","[]"
"2.2.2956.1","x^2 - 739","2956","1","[]"
"2.2.2957.1","x^2 - x - 739","2957","1","[]"
"2.2.2969.1","x^2 - x - 742","2969","1","[]"
"2.2.2972.1","x^2 - 743","2972","1","[]"
"2.2.2973.1","x^2 - x - 743","2973","1","[]"
"2.2.3001.1","x^2 - x - 750","3001","1","[]"
"2.2.3004.1","x^2 - 751","3004","1","[]"
"2.2.3013.1","x^2 - x - 753","3013","1","[]"
"2.2.3017.1","x^2 - x - 754","3017","1","[]"
"2.2.3032.1","x^2 - 758","3032","1","[]"
"2.2.3037.1","x^2 - x - 759","3037","1","[]"
"2.2.3041.1","x^2 - x - 760","3041","1","[]"
"2.2.3049.1","x^2 - x - 762","3049","1","[]"
"2.2.3053.1","x^2 - x - 763","3053","1","[]"
"2.2.3057.1","x^2 - x - 764","3057","1","[]"
"2.2.3061.1","x^2 - x - 765","3061","1","[]"
"2.2.3064.1","x^2 - 766","3064","1","[]"
"2.2.3073.1","x^2 - x - 768","3073","1","[]"
"2.2.3089.1","x^2 - x - 772","3089","1","[]"
"2.2.3093.1","x^2 - x - 773","3093","1","[]"
"2.2.3097.1","x^2 - x - 774","3097","1","[]"
"2.2.3101.1","x^2 - x - 775","3101","1","[]"
"2.2.3109.1","x^2 - x - 777","3109","1","[]"
"2.2.3113.1","x^2 - x - 778","3113","1","[]"
"2.2.3117.1","x^2 - x - 779","3117","1","[]"
"2.2.3148.1","x^2 - 787","3148","1","[]"
